series_id	status	title	reason
14753	ambiguous	The Flower Dance and the Wind Song	Spark slug is already mapped to series_id=8529.
14767	not_found	عودة الطبيب الخالد	SparkManga search returned no usable /manga/ candidate.
14788	ambiguous	When I Quit Being A Wicked Mother in law	Spark slug is already mapped to series_id=11661.
14794	not_found	I Obtained a Rare Profession But I'm Being Hunt Down by the Whole Server?	SparkManga search returned no usable /manga/ candidate.
14808	ambiguous	Levelling Up, By Only Eating!	Spark slug is already mapped to series_id=6752.
14819	not_found	Konyaku Haki wo Neratte Kioku Soushitsu no Furi wo Shitara, Sokkenai Taido datta Konyakusha ga “Kioku wo Ushinau Mae no Kimi wa, Ore ni Betabore datta” to Iu, Tondemonai Uso wo Tsuki Hajimeta	SparkManga search returned no usable /manga/ candidate.
14841	ambiguous	The Final Boss	Multiple or borderline candidates; no mapping was guessed.
14856	not_found	مُلتّقَى العُصّاةُ	SparkManga search returned no usable /manga/ candidate.
14875	ambiguous	Onepunch-Man (ONE)	Spark slug is already mapped to series_id=2549.
14877	ambiguous	I Won't Become a Villainess. I'm Just a “Normal” Duke's Daughter!	Spark slug is already mapped to series_id=6107.
14879	ambiguous	“Dear My Living Dead”	Spark slug is already mapped to series_id=6140.
14891	ambiguous	Beloved unloved	Spark slug is already mapped to series_id=6157.
14893	ambiguous	Fable	Spark slug is already mapped to series_id=6194.
14945	not_found	The Princess's Double Life	SparkManga search returned no usable /manga/ candidate.
14946	ambiguous	I will	Multiple or borderline candidates; no mapping was guessed.
14976	ambiguous	My young lady is NEET	Spark slug is already mapped to series_id=9390.
14987	not_found	This “Summon Kitchen” Skill is Amazing! ~Amassing Points By Cooking in Another World~	SparkManga search returned no usable /manga/ candidate.
14990	ambiguous	Captive hearts of Oz	Spark slug is already mapped to series_id=5089.
15010	ambiguous	Hello ” chef ” downstairs	Spark slug is already mapped to series_id=4877.
15012	not_found	Kuki ga “yomeru” shunnyushain to buaiso na sempai no hanashi	SparkManga search returned no usable /manga/ candidate.
15030	not_found	الشخصيه الثانويه تريد ان تكون الشريرة	SparkManga search returned no usable /manga/ candidate.
15037	ambiguous	idol Sama's favorite	Spark slug is already mapped to series_id=4404.
15040	ambiguous	strange tales of the republic of china	Spark slug is already mapped to series_id=4451.
15052	not_found	عندما تكون البطله	SparkManga search returned no usable /manga/ candidate.
15054	not_found	Boy Who Has Been Burned by the Fire of Hell - Reinstated as the Strongest Flame Messenger	SparkManga search returned no usable /manga/ candidate.
15066	ambiguous	Isekai de “Kuro no Iyashi Te” tte Yobarete Imasu	Spark slug is already mapped to series_id=3523.
15081	ambiguous	Avatar	Multiple or borderline candidates; no mapping was guessed.
15085	not_found	Even though I become a side character, I'm being adored by an overprotective duke	SparkManga search returned no usable /manga/ candidate.
15100	ambiguous	I Fell in Love, so I Tried Livestreaming	Spark slug is already mapped to series_id=8881.
15132	ambiguous	Museum - “The Serial Killer Is Laughing in the Rain”	Spark slug is already mapped to series_id=3220.
15134	ambiguous	Douluo Dalu: 2.5 - Legend of the Divine Realm	Spark slug is already mapped to series_id=3159.
15145	not_found	He is a supporting character anyway, but I'm in love with him	SparkManga search returned no usable /manga/ candidate.
15150	ambiguous	Superman War Of The Worlds	Spark slug is already mapped to series_id=2638.
15166	ambiguous	From Now On, Romance [Princess Alliance]	Spark slug is already mapped to series_id=10382.
15169	not_found	Naruto Special - The Path Shone By The Full Moon's Light	SparkManga search returned no usable /manga/ candidate.
15196	ambiguous	Beware of the Villainess!	Spark slug is already mapped to series_id=6555.
15215	ambiguous	Howling the city of nightmare	Spark slug is already mapped to series_id=3085.
15227	ambiguous	Stand Up!!!! (KUMAGAI Kyoko)	Spark slug is already mapped to series_id=1729.
15235	ambiguous	Confession (KAWAGUCHI Kaiji)	Spark slug is already mapped to series_id=727.
15237	not_found	The hero's young brother is a deceased person in the academy	SparkManga search returned no usable /manga/ candidate.
15244	ambiguous	Don't Touch Me!	Multiple or borderline candidates; no mapping was guessed.
15258	ambiguous	Good night,see you in my dreams Given	Spark slug is already mapped to series_id=12780.
15277	ambiguous	Brainless Witch Test	Spark slug is already mapped to series_id=9684.
15319	not_found	إبنة الساحر	Candidates existed, but none reached the safe match threshold.
15328	ambiguous	The Book of Lasier	Spark slug is already mapped to series_id=9924.
15345	ambiguous	Nier Automata: Yorha Shinjuwan Kouka Sakusen Kiroku	Spark slug is already mapped to series_id=9527.
15347	ambiguous	I'm a Fake Saintess But the Gods Are Obsessed With Me	Spark slug is already mapped to series_id=12313.
15355	ambiguous	Eight	Multiple or borderline candidates; no mapping was guessed.
15360	ambiguous	The villain's aesthetic	Spark slug is already mapped to series_id=9807.
15383	ambiguous	Your Highness	Multiple or borderline candidates; no mapping was guessed.
15388	ambiguous	A Villainess' Revenge Is Sweeter Than Honey	Multiple or borderline candidates; no mapping was guessed.
15392	ambiguous	Cooking Wizard	Spark slug is already mapped to series_id=12251.
15398	ambiguous	Live as Villainess	Spark slug is already mapped to series_id=12369.
15414	ambiguous	I Picked Up a Second Male Lead After the Ending	Spark slug is already mapped to series_id=8460.
15420	ambiguous	Walking Alone in the Dungeon	Spark slug is already mapped to series_id=6618.
15436	ambiguous	The Villain	Multiple or borderline candidates; no mapping was guessed.
15449	not_found	The Struggle of Being Reincarnated as the Marquess's Daughter: I'll Deal with What's Coming to Me!	SparkManga search returned no usable /manga/ candidate.
15451	ambiguous	Wish	Multiple or borderline candidates; no mapping was guessed.
15455	ambiguous	The Queen Of The Flowers	Spark slug is already mapped to series_id=9622.
15456	not_found	ارواح الطعام	SparkManga search returned no usable /manga/ candidate.
15459	ambiguous	guide for A princess -To-Be	Spark slug is already mapped to series_id=9263.
15478	ambiguous	Live with your self	Spark slug is already mapped to series_id=5235.
15482	ambiguous	Now Will Take the Emperor's Heart	Spark slug is already mapped to series_id=9820.
15486	ambiguous	In the Night Consumed by Blades I Walk	Spark slug is already mapped to series_id=11743.
15489	not_found	Wind Spirit	SparkManga search returned no usable /manga/ candidate.
15514	ambiguous	The Fallen	Multiple or borderline candidates; no mapping was guessed.
15519	ambiguous	President please do not harm me	Spark slug is already mapped to series_id=4030.
15525	ambiguous	The Way to Protect the Female Lead's Older Brother	Spark slug is already mapped to series_id=8800.
15574	not_found	Rebirth as The Great Celestial	SparkManga search returned no usable /manga/ candidate.
15579	ambiguous	?Tensei Goblin dakedo Shitsumon aru	Spark slug is already mapped to series_id=9929.
15591	not_found	Very Pure	SparkManga search returned no usable /manga/ candidate.
15593	ambiguous	Iam the grim reaper	Spark slug is already mapped to series_id=5489.
15612	ambiguous	“Aoi” - Hikaru ga Chikyuu ni Itakoro……	Spark slug is already mapped to series_id=87.
15613	not_found	مابعد مأساة بورما	Candidates existed, but none reached the safe match threshold.
15639	not_found	leave me alone - i want to enjoy cheat life with my familiar	SparkManga search returned no usable /manga/ candidate.
15657	not_found	because she had a time limit, she became the villain's daughter-in-law	SparkManga search returned no usable /manga/ candidate.
15665	ambiguous	!My Cute Beast	Spark slug is already mapped to series_id=6512.
15689	ambiguous	The Ready Made Queen	Spark slug is already mapped to series_id=6198.
15692	not_found	I Was Dismissed from the Hero's Party Because They Don't Need My Training Skills, so I Strengthened My [Fief] Which I Got as a Replacement for My Retirement Money.	SparkManga search returned no usable /manga/ candidate.
15698	ambiguous	Two-sided fall	Spark slug is already mapped to series_id=9846.
15705	ambiguous	Airrod “Initial copy”	Spark slug is already mapped to series_id=8663.
15709	not_found	My Lover Was Stolen, and I Was Kicked Out of the Hero's Party, but I Awakened to the EX Skill “Fixed Damage” and Became Invincible. Now, Let's Begin Some Revenge	SparkManga search returned no usable /manga/ candidate.
15723	not_found	Majo no Eden	SparkManga search returned no usable /manga/ candidate.
15742	ambiguous	The Shaman	Multiple or borderline candidates; no mapping was guessed.
15748	not_found	School Back	Candidates existed, but none reached the safe match threshold.
15761	not_found	Sekai Saikyou no Shinjuu Tsukai	SparkManga search returned no usable /manga/ candidate.
15764	not_found	Herbivore girl paopao senpai	SparkManga search returned no usable /manga/ candidate.
15765	not_found	Blind Girl Isekai I Was Reincarnated as a Blind Girl - I Rely on My Previous Life's Memories and Magic to Survive.	SparkManga search returned no usable /manga/ candidate.
15769	ambiguous	Kurosaki-kun no Iinari ni Nante Naranai S	Spark slug is already mapped to series_id=78.
15782	not_found	I am the village chief of a primitive society	SparkManga search returned no usable /manga/ candidate.
15783	not_found	the dark light	SparkManga search returned no usable /manga/ candidate.
15784	not_found	How to deal with sadness	SparkManga search returned no usable /manga/ candidate.
15786	not_found	7 Days Diner	SparkManga search returned no usable /manga/ candidate.
15788	not_found	Oh, I Have Never Abandoned That Tyrant	SparkManga search returned no usable /manga/ candidate.
15790	not_found	The Retreats	SparkManga search returned no usable /manga/ candidate.
15792	ambiguous	Beast Familiar for All: Beginning Awakening of Mythical Talents	Multiple or borderline candidates; no mapping was guessed.
15794	not_found	Lady Oscar Kodomo	SparkManga search returned no usable /manga/ candidate.
15797	not_found	Invincible in the apocalypse: I'm the only beta player	SparkManga search returned no usable /manga/ candidate.
15814	not_found	I Have a Second Chance at Life, so I'll Pamper My Yandere Boyfriend for a Happy Ending!!	SparkManga search returned no usable /manga/ candidate.
15818	not_found	The Sea Monster Is Real!	SparkManga search returned no usable /manga/ candidate.
15825	not_found	قوة صائد الشياطين	Candidates existed, but none reached the safe match threshold.
15833	not_found	samurai era	Candidates existed, but none reached the safe match threshold.
